site,transect,quadrat,Cover,Percent
Cape Arago,5,High,mussels,0
Cape Arago,5,High,small_barnacles,40
Cape Arago,5,High,large_barnacles,0
Cape Arago,5,High,gooseneck_barnacles,0
Cape Arago,5,High,anemone,0
Cape Arago,6,Low,bare_rock,35
Cape Arago,6,Low,algae,60
Cape Arago,6,Low,mussels,0
Cape Arago,6,Low,small_barnacles,0
Cape Arago,6,Low,large_barnacles,0
Cape Arago,6,Low,gooseneck_barnacles,0
Cape Arago,6,Low,anemone,5
Cape Arago,6,Mid,bare_rock,5
Cape Arago,6,Mid,algae,10
Cape Arago,6,Mid,mussels,10
Cape Arago,6,Mid,small_barnacles,80
Cape Arago,6,Mid,large_barnacles,0
Cape Arago,6,Mid,gooseneck_barnacles,0
Cape Arago,6,Mid,anemone,5
Cape Arago,6,High,bare_rock,20
Cape Arago,6,High,algae,15
Cape Arago,6,High,mussels,5
Cape Arago,6,High,small_barnacles,60
Cape Arago,6,High,large_barnacles,0
Cape Arago,6,High,gooseneck_barnacles,0
Cape Arago,6,High,anemone,0
Cape Arago,7,Low,bare_rock,20
Cape Arago,7,Low,algae,80
Cape Arago,7,Low,mussels,0
Cape Arago,7,Low,small_barnacles,0
Cape Arago,7,Low,large_barnacles,0
Cape Arago,7,Low,gooseneck_barnacles,0
Cape Arago,7,Low,anemone,0
Cape Arago,7,Mid,bare_rock,20
Cape Arago,7,Mid,algae,15
Cape Arago,7,Mid,mussels,5
Cape Arago,7,Mid,small_barnacles,60
Cape Arago,7,Mid,large_barnacles,0
Cape Arago,7,Mid,gooseneck_barnacles,0
Cape Arago,7,Mid,anemone,0
Cape Arago,7,High,bare_rock,40
Cape Arago,7,High,algae,8
Cape Arago,7,High,mussels,2
Cape Arago,7,High,small_barnacles,50
Cape Arago,7,High,large_barnacles,0
Cape Arago,7,High,gooseneck_barnacles,0
Cape Arago,7,High,anemone,0
Cape Arago,8,Low,bare_rock,30
Cape Arago,8,Low,algae,70
Cape Arago,8,Low,mussels,0
Cape Arago,8,Low,small_barnacles,0
Cape Arago,8,Low,large_barnacles,0
Cape Arago,8,Low,gooseneck_barnacles,0
Cape Arago,8,Low,anemone,0
Cape Arago,8,Mid,bare_rock,5
Cape Arago,8,Mid,algae,10
Cape Arago,8,Mid,mussels,40
Cape Arago,8,Mid,small_barnacles,40
Cape Arago,8,Mid,large_barnacles,0
Cape Arago,8,Mid,gooseneck_barnacles,10
Cape Arago,8,Mid,anemone,0
Cape Arago,8,High,bare_rock,20
Cape Arago,8,High,algae,10
Cape Arago,8,High,mussels,5
Cape Arago,8,High,small_barnacles,65
Cape Arago,8,High,large_barnacles,0
Cape Arago,8,High,gooseneck_barnacles,0
Cape Arago,8,High,anemone,0
Cape Arago,9,Low,bare_rock,40
Cape Arago,9,Low,algae,60
Cape Arago,9,Low,mussels,0
Cape Arago,9,Low,small_barnacles,0
Cape Arago,9,Low,large_barnacles,0
Cape Arago,9,Low,gooseneck_barnacles,0
Cape Arago,9,Low,anemone,0
Cape Arago,9,Mid,bare_rock,30
Cape Arago,9,Mid,algae,10
Cape Arago,9,Mid,mussels,10
Cape Arago,9,Mid,small_barnacles,45
Cape Arago,9,Mid,large_barnacles,0
Cape Arago,9,Mid,gooseneck_barnacles,5
Cape Arago,9,Mid,anemone,5
Cape Arago,9,High,bare_rock,70
Cape Arago,9,High,algae,15
Cape Arago,9,High,mussels,0
Cape Arago,9,High,small_barnacles,15
Cape Arago,9,High,large_barnacles,0
Cape Arago,9,High,gooseneck_barnacles,0
Cape Arago,9,High,anemone,0
Cape Arago,10,Low,bare_rock,45
Cape Arago,10,Low,algae,40
Cape Arago,10,Low,mussels,0
Cape Arago,10,Low,small_barnacles,5
Cape Arago,10,Low,large_barnacles,0
Cape Arago,10,Low,gooseneck_barnacles,0
Cape Arago,10,Low,anemone,10
Cape Arago,10,Mid,bare_rock,30
Cape Arago,10,Mid,algae,5
Cape Arago,10,Mid,mussels,20
Cape Arago,10,Mid,small_barnacles,35
Cape Arago,10,Mid,large_barnacles,0
Cape Arago,10,Mid,gooseneck_barnacles,10
Cape Arago,10,Mid,anemone,0
Cape Arago,10,High,bare_rock,40
Cape Arago,10,High,algae,10
Cape Arago,10,High,mussels,1
Cape Arago,10,High,small_barnacles,50
Cape Arago,10,High,large_barnacles,0
Cape Arago,10,High,gooseneck_barnacles,0
Cape Arago,10,High,anemone,0
Fogarty Creek,1,Low,bare_rock,0
Fogarty Creek,1,Low,algae,90
Fogarty Creek,1,Low,mussels,0
Fogarty Creek,1,Low,small_barnacles,0
Fogarty Creek,1,Low,large_barnacles,0
Fogarty Creek,1,Low,gooseneck_barnacles,0
Fogarty Creek,1,Low,anemone,15
Fogarty Creek,1,Mid,bare_rock,8
Fogarty Creek,1,Mid,algae,3
Fogarty Creek,1,Mid,mussels,95
Fogarty Creek,1,Mid,small_barnacles,100
Fogarty Creek,1,Mid,large_barnacles,3
Fogarty Creek,1,Mid,gooseneck_barnacles,5
Fogarty Creek,1,Mid,anemone,5
Fogarty Creek,1,High,bare_rock,60
Fogarty Creek,1,High,algae,10
Fogarty Creek,1,High,mussels,0
Fogarty Creek,1,High,small_barnacles,30
Fogarty Creek,1,High,large_barnacles,0
Fogarty Creek,1,High,gooseneck_barnacles,0
Fogarty Creek,1,High,anemone,0
Fogarty Creek,2,Low,bare_rock,0
Fogarty Creek,2,Low,algae,95
Fogarty Creek,2,Low,mussels,0
Fogarty Creek,2,Low,small_barnacles,0
Fogarty Creek,2,Low,large_barnacles,0
Fogarty Creek,2,Low,gooseneck_barnacles,0
Fogarty Creek,2,Low,anemone,5
Fogarty Creek,2,Mid,bare_rock,0
Fogarty Creek,2,Mid,algae,0
Fogarty Creek,2,Mid,mussels,97
Fogarty Creek,2,Mid,small_barnacles,80
Fogarty Creek,2,Mid,large_barnacles,2
Fogarty Creek,2,Mid,gooseneck_barnacles,3
Fogarty Creek,2,Mid,anemone,0
Fogarty Creek,2,High,bare_rock,20
Fogarty Creek,2,High,algae,35
Fogarty Creek,2,High,mussels,0
Fogarty Creek,2,High,small_barnacles,45
Fogarty Creek,2,High,large_barnacles,0
Fogarty Creek,2,High,gooseneck_barnacles,0
Fogarty Creek,2,High,anemone,0
Fogarty Creek,3,Low,bare_rock,0
Fogarty Creek,3,Low,algae,70
Fogarty Creek,3,Low,mussels,0
Fogarty Creek,3,Low,small_barnacles,0
Fogarty Creek,3,Low,large_barnacles,0
Fogarty Creek,3,Low,gooseneck_barnacles,0
Fogarty Creek,3,Low,anemone,40
Fogarty Creek,3,Mid,bare_rock,5
Fogarty Creek,3,Mid,algae,1
Fogarty Creek,3,Mid,mussels,90
Fogarty Creek,3,Mid,small_barnacles,60
Fogarty Creek,3,Mid,large_barnacles,1
Fogarty Creek,3,Mid,gooseneck_barnacles,10
Fogarty Creek,3,Mid,anemone,0
Fogarty Creek,3,High,bare_rock,5
Fogarty Creek,3,High,algae,80
Fogarty Creek,3,High,mussels,0
Fogarty Creek,3,High,small_barnacles,15
Fogarty Creek,3,High,large_barnacles,0
Fogarty Creek,3,High,gooseneck_barnacles,0
Fogarty Creek,3,High,anemone,0
Fogarty Creek,4,Low,bare_rock,0
Fogarty Creek,4,Low,algae,100
Fogarty Creek,4,Low,mussels,0
Fogarty Creek,4,Low,small_barnacles,0
Fogarty Creek,4,Low,large_barnacles,0
Fogarty Creek,4,Low,gooseneck_barnacles,0
Fogarty Creek,4,Low,anemone,0
Fogarty Creek,4,Mid,bare_rock,0
Fogarty Creek,4,Mid,algae,1
Fogarty Creek,4,Mid,mussels,90
Fogarty Creek,4,Mid,small_barnacles,55
Fogarty Creek,4,Mid,large_barnacles,1
Fogarty Creek,4,Mid,gooseneck_barnacles,10
Fogarty Creek,4,Mid,anemone,0
Fogarty Creek,4,High,bare_rock,15
Fogarty Creek,4,High,algae,70
Fogarty Creek,4,High,mussels,0
Fogarty Creek,4,High,small_barnacles,15
Fogarty Creek,4,High,large_barnacles,0
Fogarty Creek,4,High,gooseneck_barnacles,0
Fogarty Creek,4,High,anemone,0
Fogarty Creek,5,Low,bare_rock,0
Fogarty Creek,5,Low,algae,100
Fogarty Creek,5,Low,mussels,0
Fogarty Creek,5,Low,small_barnacles,0
Fogarty Creek,5,Low,large_barnacles,0
Fogarty Creek,5,Low,gooseneck_barnacles,0
Fogarty Creek,5,Low,anemone,0
Fogarty Creek,5,Mid,bare_rock,0
Fogarty Creek,5,Mid,algae,0
Fogarty Creek,5,Mid,mussels,75
Fogarty Creek,5,Mid,small_barnacles,30
Fogarty Creek,5,Mid,large_barnacles,0
Fogarty Creek,5,Mid,gooseneck_barnacles,25
Fogarty Creek,5,Mid,anemone,0
Fogarty Creek,5,High,bare_rock,0
Fogarty Creek,5,High,algae,20
Fogarty Creek,5,High,mussels,0
Fogarty Creek,5,High,small_barnacles,25
Fogarty Creek,5,High,large_barnacles,0
Fogarty Creek,5,High,gooseneck_barnacles,0
Fogarty Creek,5,High,anemone,0
Fogarty Creek,6,Low,bare_rock,0
Fogarty Creek,6,Low,algae,100
Fogarty Creek,6,Low,mussels,0
Fogarty Creek,6,Low,small_barnacles,0
Fogarty Creek,6,Low,large_barnacles,0
Fogarty Creek,6,Low,gooseneck_barnacles,0
Fogarty Creek,6,Low,anemone,0
Fogarty Creek,6,Mid,bare_rock,10
Fogarty Creek,6,Mid,algae,5
Fogarty Creek,6,Mid,mussels,65
Fogarty Creek,6,Mid,small_barnacles,40
Fogarty Creek,6,Mid,large_barnacles,2
Fogarty Creek,6,Mid,gooseneck_barnacles,20
Fogarty Creek,6,Mid,anemone,1
Fogarty Creek,6,High,bare_rock,45
Fogarty Creek,6,High,algae,5
Fogarty Creek,6,High,mussels,0
Fogarty Creek,6,High,small_barnacles,40
Fogarty Creek,6,High,large_barnacles,0
Fogarty Creek,6,High,gooseneck_barnacles,0
Fogarty Creek,6,High,anemone,0
Fogarty Creek,7,Low,bare_rock,0
Fogarty Creek,7,Low,algae,100
Fogarty Creek,7,Low,mussels,0
Fogarty Creek,7,Low,small_barnacles,0
Fogarty Creek,7,Low,large_barnacles,0
Fogarty Creek,7,Low,gooseneck_barnacles,0
Fogarty Creek,7,Low,anemone,0
Fogarty Creek,7,Mid,bare_rock,0
Fogarty Creek,7,Mid,algae,2
Fogarty Creek,7,Mid,mussels,100
Fogarty Creek,7,Mid,small_barnacles,60
Fogarty Creek,7,Mid,large_barnacles,3
Fogarty Creek,7,Mid,gooseneck_barnacles,5
Fogarty Creek,7,Mid,anemone,0
Fogarty Creek,7,High,bare_rock,15
Fogarty Creek,7,High,algae,40
Fogarty Creek,7,High,mussels,1
Fogarty Creek,7,High,small_barnacles,45
Fogarty Creek,7,High,large_barnacles,0
Fogarty Creek,7,High,gooseneck_barnacles,0
Fogarty Creek,7,High,anemone,0
Fogarty Creek,8,Low,bare_rock,0
Fogarty Creek,8,Low,algae,100
Fogarty Creek,8,Low,mussels,0
Fogarty Creek,8,Low,small_barnacles,6
Fogarty Creek,8,Low,large_barnacles,0
Fogarty Creek,8,Low,gooseneck_barnacles,0
Fogarty Creek,8,Low,anemone,0
Fogarty Creek,8,Mid,bare_rock,0
Fogarty Creek,8,Mid,algae,1
Fogarty Creek,8,Mid,mussels,80
Fogarty Creek,8,Mid,small_barnacles,30
Fogarty Creek,8,Mid,large_barnacles,1
Fogarty Creek,8,Mid,gooseneck_barnacles,20
Fogarty Creek,8,Mid,anemone,0
Fogarty Creek,8,High,bare_rock,2
Fogarty Creek,8,High,algae,1
Fogarty Creek,8,High,mussels,0
Fogarty Creek,8,High,small_barnacles,98
Fogarty Creek,8,High,large_barnacles,0
Fogarty Creek,8,High,gooseneck_barnacles,0
Fogarty Creek,8,High,anemone,0
Fogarty Creek,9,Low,bare_rock,0
Fogarty Creek,9,Low,algae,100
Fogarty Creek,9,Low,mussels,0
Fogarty Creek,9,Low,small_barnacles,0
Fogarty Creek,9,Low,large_barnacles,0
Fogarty Creek,9,Low,gooseneck_barnacles,0
Fogarty Creek,9,Low,anemone,1
Fogarty Creek,9,Mid,bare_rock,0
Fogarty Creek,9,Mid,algae,1
Fogarty Creek,9,Mid,mussels,90
Fogarty Creek,9,Mid,small_barnacles,30
Fogarty Creek,9,Mid,large_barnacles,2
Fogarty Creek,9,Mid,gooseneck_barnacles,10
Fogarty Creek,9,Mid,anemone,0
Fogarty Creek,9,High,bare_rock,13
Fogarty Creek,9,High,algae,2
Fogarty Creek,9,High,mussels,0
Fogarty Creek,9,High,small_barnacles,85
Fogarty Creek,9,High,large_barnacles,0
Fogarty Creek,9,High,gooseneck_barnacles,0
Fogarty Creek,9,High,anemone,0
Fogarty Creek,10,Low,bare_rock,0
Fogarty Creek,10,Low,algae,100
Fogarty Creek,10,Low,mussels,0
Fogarty Creek,10,Low,small_barnacles,0
Fogarty Creek,10,Low,large_barnacles,0
Fogarty Creek,10,Low,gooseneck_barnacles,0
Fogarty Creek,10,Low,anemone,0
Fogarty Creek,10,Mid,bare_rock,0
Fogarty Creek,10,Mid,algae,0
Fogarty Creek,10,Mid,mussels,90
Fogarty Creek,10,Mid,small_barnacles,25
Fogarty Creek,10,Mid,large_barnacles,2
Fogarty Creek,10,Mid,gooseneck_barnacles,10
Fogarty Creek,10,Mid,anemone,1
Fogarty Creek,10,High,bare_rock,10
Fogarty Creek,10,High,algae,2
Fogarty Creek,10,High,mussels,1
Fogarty Creek,10,High,small_barnacles,90
Fogarty Creek,10,High,large_barnacles,0
Fogarty Creek,10,High,gooseneck_barnacles,0
Fogarty Creek,10,High,anemone,0
Starfish Point,1,Low,bare_rock,0
Starfish Point,1,Low,algae,90
Starfish Point,1,Low,mussels,0
Starfish Point,1,Low,small_barnacles,0
Starfish Point,1,Low,large_barnacles,0
Starfish Point,1,Low,gooseneck_barnacles,1
Starfish Point,1,Low,anemone,20
Starfish Point,1,Mid,bare_rock,0
Starfish Point,1,Mid,algae,0
Starfish Point,1,Mid,mussels,90
Starfish Point,1,Mid,small_barnacles,75
Starfish Point,1,Mid,large_barnacles,5
Starfish Point,1,Mid,gooseneck_barnacles,10
Starfish Point,1,Mid,anemone,5
Starfish Point,1,High,bare_rock,3
Starfish Point,1,High,algae,0
Starfish Point,1,High,mussels,1
Starfish Point,1,High,small_barnacles,95
Starfish Point,1,High,large_barnacles,0
Starfish Point,1,High,gooseneck_barnacles,1
Starfish Point,1,High,anemone,0
Starfish Point,2,Low,bare_rock,30
Starfish Point,2,Low,algae,40
Starfish Point,2,Low,mussels,0
Starfish Point,2,Low,small_barnacles,0
Starfish Point,2,Low,large_barnacles,0
Starfish Point,2,Low,gooseneck_barnacles,0
Starfish Point,2,Low,anemone,30
Starfish Point,2,Mid,bare_rock,10
Starfish Point,2,Mid,algae,0
Starfish Point,2,Mid,mussels,5
Starfish Point,2,Mid,small_barnacles,2
Starfish Point,2,Mid,large_barnacles,5
Starfish Point,2,Mid,gooseneck_barnacles,90
Starfish Point,2,Mid,anemone,1
Starfish Point,2,High,bare_rock,15
Starfish Point,2,High,algae,3
Starfish Point,2,High,mussels,0
Starfish Point,2,High,small_barnacles,85
Starfish Point,2,High,large_barnacles,0
Starfish Point,2,High,gooseneck_barnacles,0
Starfish Point,2,High,anemone,0
Starfish Point,3,Low,bare_rock,0
Starfish Point,3,Low,algae,80
Starfish Point,3,Low,mussels,0
Starfish Point,3,Low,small_barnacles,20
Starfish Point,3,Low,large_barnacles,0
Starfish Point,3,Low,gooseneck_barnacles,0
Starfish Point,3,Low,anemone,0
Starfish Point,3,Mid,bare_rock,10
Starfish Point,3,Mid,algae,0
Starfish Point,3,Mid,mussels,5
Starfish Point,3,Mid,small_barnacles,30
Starfish Point,3,Mid,large_barnacles,5
Starfish Point,3,Mid,gooseneck_barnacles,80
Starfish Point,3,Mid,anemone,20
Starfish Point,3,High,bare_rock,5
Starfish Point,3,High,algae,5
Starfish Point,3,High,mussels,1
Starfish Point,3,High,small_barnacles,95
Starfish Point,3,High,large_barnacles,0
Starfish Point,3,High,gooseneck_barnacles,0
Starfish Point,3,High,anemone,0
Starfish Point,4,Low,bare_rock,30
Starfish Point,4,Low,algae,70
Starfish Point,4,Low,mussels,0
Starfish Point,4,Low,small_barnacles,0
Starfish Point,4,Low,large_barnacles,0
Starfish Point,4,Low,gooseneck_barnacles,0
Starfish Point,4,Low,anemone,25
Starfish Point,4,Mid,bare_rock,2
Starfish Point,4,Mid,algae,0
Starfish Point,4,Mid,mussels,85
Starfish Point,4,Mid,small_barnacles,50
Starfish Point,4,Mid,large_barnacles,5
Starfish Point,4,Mid,gooseneck_barnacles,15
Starfish Point,4,Mid,anemone,2
Starfish Point,4,High,bare_rock,10
Starfish Point,4,High,algae,5
Starfish Point,4,High,mussels,1
Starfish Point,4,High,small_barnacles,90
Starfish Point,4,High,large_barnacles,0
Starfish Point,4,High,gooseneck_barnacles,0
Starfish Point,4,High,anemone,0
Starfish Point,5,Low,bare_rock,15
Starfish Point,5,Low,algae,50
Starfish Point,5,Low,mussels,0
Starfish Point,5,Low,small_barnacles,0
Starfish Point,5,Low,large_barnacles,0
Starfish Point,5,Low,gooseneck_barnacles,0
Starfish Point,5,Low,anemone,75
Starfish Point,5,Mid,bare_rock,20
Starfish Point,5,Mid,algae,0
Starfish Point,5,Mid,mussels,70
Starfish Point,5,Mid,small_barnacles,60
Starfish Point,5,Mid,large_barnacles,5
Starfish Point,5,Mid,gooseneck_barnacles,25
Starfish Point,5,Mid,anemone,0
Starfish Point,5,High,bare_rock,5
Starfish Point,5,High,algae,5
Starfish Point,5,High,mussels,1
Starfish Point,5,High,small_barnacles,95
Starfish Point,5,High,large_barnacles,0
Starfish Point,5,High,gooseneck_barnacles,0
Starfish Point,5,High,anemone,0
Starfish Point,6,Low,bare_rock,50
Starfish Point,6,Low,algae,25
Starfish Point,6,Low,mussels,0
Starfish Point,6,Low,small_barnacles,15
Starfish Point,6,Low,large_barnacles,0
Starfish Point,6,Low,gooseneck_barnacles,0
Starfish Point,6,Low,anemone,30
Starfish Point,6,Mid,bare_rock,10
Starfish Point,6,Mid,algae,0
Starfish Point,6,Mid,mussels,30
Starfish Point,6,Mid,small_barnacles,10
Starfish Point,6,Mid,large_barnacles,10
Starfish Point,6,Mid,gooseneck_barnacles,80
Starfish Point,6,Mid,anemone,5
Starfish Point,6,High,bare_rock,2
Starfish Point,6,High,algae,2
Starfish Point,6,High,mussels,1
Starfish Point,6,High,small_barnacles,98
Starfish Point,6,High,large_barnacles,0
Starfish Point,6,High,gooseneck_barnacles,1
Starfish Point,6,High,anemone,0
Starfish Point,7,Low,bare_rock,40
Starfish Point,7,Low,algae,40
Starfish Point,7,Low,mussels,0
Starfish Point,7,Low,small_barnacles,0
Starfish Point,7,Low,large_barnacles,0
Starfish Point,7,Low,gooseneck_barnacles,0
Starfish Point,7,Low,anemone,20
Starfish Point,7,Mid,bare_rock,2
Starfish Point,7,Mid,algae,0
Starfish Point,7,Mid,mussels,30
Starfish Point,7,Mid,small_barnacles,5
Starfish Point,7,Mid,large_barnacles,5
Starfish Point,7,Mid,gooseneck_barnacles,60
Starfish Point,7,Mid,anemone,20
Starfish Point,7,High,bare_rock,5
Starfish Point,7,High,algae,4
Starfish Point,7,High,mussels,1
Starfish Point,7,High,small_barnacles,95
Starfish Point,7,High,large_barnacles,0
Starfish Point,7,High,gooseneck_barnacles,0
Starfish Point,7,High,anemone,0
Starfish Point,8,Low,bare_rock,10
Starfish Point,8,Low,algae,75
Starfish Point,8,Low,mussels,0
Starfish Point,8,Low,small_barnacles,1
Starfish Point,8,Low,large_barnacles,0
Starfish Point,8,Low,gooseneck_barnacles,0
Starfish Point,8,Low,anemone,25
Starfish Point,8,Mid,bare_rock,0
Starfish Point,8,Mid,algae,0
Starfish Point,8,Mid,mussels,95
Starfish Point,8,Mid,small_barnacles,70
Starfish Point,8,Mid,large_barnacles,0
Starfish Point,8,Mid,gooseneck_barnacles,5
Starfish Point,8,Mid,anemone,1
Starfish Point,8,High,bare_rock,5
Starfish Point,8,High,algae,5
Starfish Point,8,High,mussels,2
Starfish Point,8,High,small_barnacles,95
Starfish Point,8,High,large_barnacles,0
Starfish Point,8,High,gooseneck_barnacles,0
Starfish Point,8,High,anemone,0
Starfish Point,9,Low,bare_rock,10
Starfish Point,9,Low,algae,35
Starfish Point,9,Low,mussels,0
Starfish Point,9,Low,small_barnacles,0
Starfish Point,9,Low,large_barnacles,0
Starfish Point,9,Low,gooseneck_barnacles,0
Starfish Point,9,Low,anemone,60
Starfish Point,9,Mid,bare_rock,0
Starfish Point,9,Mid,algae,0
Starfish Point,9,Mid,mussels,15
Starfish Point,9,Mid,small_barnacles,10
Starfish Point,9,Mid,large_barnacles,0
Starfish Point,9,Mid,gooseneck_barnacles,85
Starfish Point,9,Mid,anemone,0
Starfish Point,9,High,bare_rock,5
Starfish Point,9,High,algae,0
Starfish Point,9,High,mussels,5
Starfish Point,9,High,small_barnacles,90
Starfish Point,9,High,large_barnacles,0
Starfish Point,9,High,gooseneck_barnacles,0
Starfish Point,9,High,anemone,0
Starfish Point,10,Low,bare_rock,10
Starfish Point,10,Low,algae,0
Starfish Point,10,Low,mussels,0
Starfish Point,10,Low,small_barnacles,10
Starfish Point,10,Low,large_barnacles,0
Starfish Point,10,Low,gooseneck_barnacles,0
Starfish Point,10,Low,anemone,80
Starfish Point,10,Mid,bare_rock,20
Starfish Point,10,Mid,algae,0
Starfish Point,10,Mid,mussels,15
Starfish Point,10,Mid,small_barnacles,10
Starfish Point,10,Mid,large_barnacles,5
Starfish Point,10,Mid,gooseneck_barnacles,35
Starfish Point,10,Mid,anemone,15
Starfish Point,10,High,bare_rock,5
Starfish Point,10,High,algae,0
Starfish Point,10,High,mussels,5
Starfish Point,10,High,small_barnacles,90
Starfish Point,10,High,large_barnacles,0
Starfish Point,10,High,gooseneck_barnacles,0
Starfish Point,10,High,anemone,0
Cape Meares,1,Low,bare_rock,40
Cape Meares,1,Low,algae,0
Cape Meares,1,Low,mussels,3
Cape Meares,1,Low,small_barnacles,0
Cape Meares,1,Low,large_barnacles,30
Cape Meares,1,Low,gooseneck_barnacles,50
Cape Meares,1,Low,anemone,0
Cape Meares,1,Mid,bare_rock,5
Cape Meares,1,Mid,algae,15
Cape Meares,1,Mid,mussels,15
Cape Meares,1,Mid,small_barnacles,1
Cape Meares,1,Mid,large_barnacles,40
Cape Meares,1,Mid,gooseneck_barnacles,40
Cape Meares,1,Mid,anemone,10
Cape Meares,1,High,bare_rock,55
Cape Meares,1,High,algae,5
Cape Meares,1,High,mussels,0
Cape Meares,1,High,small_barnacles,5
Cape Meares,1,High,large_barnacles,40
Cape Meares,1,High,gooseneck_barnacles,0
Cape Meares,1,High,anemone,0
Cape Meares,2,Low,bare_rock,30
Cape Meares,2,Low,algae,0
Cape Meares,2,Low,mussels,5
Cape Meares,2,Low,small_barnacles,0
Cape Meares,2,Low,large_barnacles,10
Cape Meares,2,Low,gooseneck_barnacles,20
Cape Meares,2,Low,anemone,50
Cape Meares,2,Mid,bare_rock,0
Cape Meares,2,Mid,algae,10
Cape Meares,2,Mid,mussels,40
Cape Meares,2,Mid,small_barnacles,5
Cape Meares,2,Mid,large_barnacles,30
Cape Meares,2,Mid,gooseneck_barnacles,30
Cape Meares,2,Mid,anemone,0
Cape Meares,2,High,bare_rock,60
Cape Meares,2,High,algae,5
Cape Meares,2,High,mussels,1
Cape Meares,2,High,small_barnacles,5
Cape Meares,2,High,large_barnacles,30
Cape Meares,2,High,gooseneck_barnacles,0
Cape Meares,2,High,anemone,0
Cape Meares,3,Low,bare_rock,20
Cape Meares,3,Low,algae,0
Cape Meares,3,Low,mussels,20
Cape Meares,3,Low,small_barnacles,2
Cape Meares,3,Low,large_barnacles,30
Cape Meares,3,Low,gooseneck_barnacles,10
Cape Meares,3,Low,anemone,20
Cape Meares,3,Mid,bare_rock,0
Cape Meares,3,Mid,algae,15
Cape Meares,3,Mid,mussels,80
Cape Meares,3,Mid,small_barnacles,5
Cape Meares,3,Mid,large_barnacles,50
Cape Meares,3,Mid,gooseneck_barnacles,50
Cape Meares,3,Mid,anemone,0
Cape Meares,3,High,bare_rock,85
Cape Meares,3,High,algae,0
Cape Meares,3,High,mussels,0
Cape Meares,3,High,small_barnacles,5
Cape Meares,3,High,large_barnacles,10
Cape Meares,3,High,gooseneck_barnacles,0
Cape Meares,3,High,anemone,0
Cape Meares,4,Low,bare_rock,15
Cape Meares,4,Low,algae,5
Cape Meares,4,Low,mussels,40
Cape Meares,4,Low,small_barnacles,0
Cape Meares,4,Low,large_barnacles,50
Cape Meares,4,Low,gooseneck_barnacles,10
Cape Meares,4,Low,anemone,15
Cape Meares,4,Mid,bare_rock,0
Cape Meares,4,Mid,algae,20
Cape Meares,4,Mid,mussels,60
Cape Meares,4,Mid,small_barnacles,5
Cape Meares,4,Mid,large_barnacles,60
Cape Meares,4,Mid,gooseneck_barnacles,30
Cape Meares,4,Mid,anemone,0
Cape Meares,4,High,bare_rock,70
Cape Meares,4,High,algae,2
Cape Meares,4,High,mussels,0
Cape Meares,4,High,small_barnacles,5
Cape Meares,4,High,large_barnacles,25
Cape Meares,4,High,gooseneck_barnacles,0
Cape Meares,4,High,anemone,0
Cape Meares,5,Low,bare_rock,20
Cape Meares,5,Low,algae,0
Cape Meares,5,Low,mussels,40
Cape Meares,5,Low,small_barnacles,5
Cape Meares,5,Low,large_barnacles,20
Cape Meares,5,Low,gooseneck_barnacles,10
Cape Meares,5,Low,anemone,5
Cape Meares,5,Mid,bare_rock,5
Cape Meares,5,Mid,algae,2
Cape Meares,5,Mid,mussels,85
Cape Meares,5,Mid,small_barnacles,10
Cape Meares,5,Mid,large_barnacles,50
Cape Meares,5,Mid,gooseneck_barnacles,10
Cape Meares,5,Mid,anemone,3
Cape Meares,5,High,bare_rock,95
Cape Meares,5,High,algae,0
Cape Meares,5,High,mussels,0
Cape Meares,5,High,small_barnacles,2
Cape Meares,5,High,large_barnacles,3
Cape Meares,5,High,gooseneck_barnacles,0
Cape Meares,5,High,anemone,0
Cape Meares,6,Low,bare_rock,20
Cape Meares,6,Low,algae,5
Cape Meares,6,Low,mussels,20
Cape Meares,6,Low,small_barnacles,15
Cape Meares,6,Low,large_barnacles,40
Cape Meares,6,Low,gooseneck_barnacles,25
Cape Meares,6,Low,anemone,10
Cape Meares,6,Mid,bare_rock,0
Cape Meares,6,Mid,algae,70
Cape Meares,6,Mid,mussels,40
Cape Meares,6,Mid,small_barnacles,10
Cape Meares,6,Mid,large_barnacles,70
Cape Meares,6,Mid,gooseneck_barnacles,15
Cape Meares,6,Mid,anemone,0
Cape Meares,6,High,bare_rock,55
Cape Meares,6,High,algae,0
Cape Meares,6,High,mussels,0
Cape Meares,6,High,small_barnacles,5
Cape Meares,6,High,large_barnacles,10
Cape Meares,6,High,gooseneck_barnacles,0
Cape Meares,6,High,anemone,0
Cape Meares,7,Low,bare_rock,25
Cape Meares,7,Low,algae,10
Cape Meares,7,Low,mussels,5
Cape Meares,7,Low,small_barnacles,0
Cape Meares,7,Low,large_barnacles,70
Cape Meares,7,Low,gooseneck_barnacles,0
Cape Meares,7,Low,anemone,15
Cape Meares,7,Mid,bare_rock,10
Cape Meares,7,Mid,algae,75
Cape Meares,7,Mid,mussels,40
Cape Meares,7,Mid,small_barnacles,3
Cape Meares,7,Mid,large_barnacles,35
Cape Meares,7,Mid,gooseneck_barnacles,20
Cape Meares,7,Mid,anemone,0
Cape Meares,7,High,bare_rock,95
Cape Meares,7,High,algae,0
Cape Meares,7,High,mussels,0
Cape Meares,7,High,small_barnacles,2
Cape Meares,7,High,large_barnacles,3
Cape Meares,7,High,gooseneck_barnacles,0
Cape Meares,7,High,anemone,0
Cape Meares,8,Low,bare_rock,25
